TIMESTAMP,MONTH,DAY,YEAR,HOUR,C
10.01.2001-00:00:00,10,01,2001,00,842.18
10.01.2001-03:00:00,10,01,2001,03,855.93
10.01.2001-06:00:00,10,01,2001,06,822.96
10.01.2001-09:00:00,10,01,2001,09,689.77
10.01.2001-12:00:00,10,01,2001,12,660.72
10.01.2001-15:00:00,10,01,2001,15,735.49
10.01.2001-18:00:00,10,01,2001,18,797.28
10.01.2001-21:00:00,10,01,2001,21,827.24
10.02.2001-00:00:00,10,02,2001,00,843.37
10.02.2001-03:00:00,10,02,2001,03,853.34
10.02.2001-06:00:00,10,02,2001,06,810.59
10.02.2001-09:00:00,10,02,2001,09,683.11
10.02.2001-12:00:00,10,02,2001,12,656.27
10.02.2001-15:00:00,10,02,2001,15,729.88
10.02.2001-18:00:00,10,02,2001,18,790.05
10.02.2001-21:00:00,10,02,2001,21,820.97
10.03.2001-00:00:00,10,03,2001,00,836.75
10.03.2001-03:00:00,10,03,2001,03,846.76
10.03.2001-06:00:00,10,03,2001,06,829.44
10.03.2001-09:00:00,10,03,2001,09,686.53
10.03.2001-12:00:00,10,03,2001,12,656.1
10.03.2001-15:00:00,10,03,2001,15,727.82
10.03.2001-18:00:00,10,03,2001,18,786.52
10.03.2001-21:00:00,10,03,2001,21,817.16
10.04.2001-00:00:00,10,04,2001,00,831.26
10.04.2001-03:00:00,10,04,2001,03,841.69
10.04.2001-06:00:00,10,04,2001,06,837.57
10.04.2001-09:00:00,10,04,2001,09,689.59
10.04.2001-12:00:00,10,04,2001,12,659.78
10.04.2001-15:00:00,10,04,2001,15,729.17
10.04.2001-18:00:00,10,04,2001,18,788
10.04.2001-21:00:00,10,04,2001,21,816.04
10.05.2001-00:00:00,10,05,2001,00,828.5
10.05.2001-03:00:00,10,05,2001,03,839.87
10.05.2001-06:00:00,10,05,2001,06,835.2
10.05.2001-09:00:00,10,05,2001,09,697.72
10.05.2001-12:00:00,10,05,2001,12,666.81
10.05.2001-15:00:00,10,05,2001,15,734.2
10.05.2001-18:00:00,10,05,2001,18,792.5
10.05.2001-21:00:00,10,05,2001,21,815.45
10.06.2001-00:00:00,10,06,2001,00,829.55
10.06.2001-03:00:00,10,06,2001,03,838.05
10.06.2001-06:00:00,10,06,2001,06,833.76
10.06.2001-09:00:00,10,06,2001,09,709.05
10.06.2001-12:00:00,10,06,2001,12,680.62
10.06.2001-15:00:00,10,06,2001,15,739.76
10.06.2001-18:00:00,10,06,2001,18,797.43
10.06.2001-21:00:00,10,06,2001,21,815.97
10.07.2001-00:00:00,10,07,2001,00,828.68
10.07.2001-03:00:00,10,07,2001,03,836.9
10.07.2001-06:00:00,10,07,2001,06,830.91
10.07.2001-09:00:00,10,07,2001,09,725.85
10.07.2001-12:00:00,10,07,2001,12,700.35
10.07.2001-15:00:00,10,07,2001,15,755.6
10.07.2001-18:00:00,10,07,2001,18,806.02
10.07.2001-21:00:00,10,07,2001,21,823.32
10.08.2001-00:00:00,10,08,2001,00,833.02
10.08.2001-03:00:00,10,08,2001,03,839.03
10.08.2001-06:00:00,10,08,2001,06,839.66
10.08.2001-09:00:00,10,08,2001,09,854.68
10.08.2001-12:00:00,10,08,2001,12,748.97
10.08.2001-15:00:00,10,08,2001,15,777.44
10.08.2001-18:00:00,10,08,2001,18,822.03
10.08.2001-21:00:00,10,08,2001,21,835.14
10.09.2001-00:00:00,10,09,2001,00,839.67
10.09.2001-03:00:00,10,09,2001,03,839.55
10.09.2001-06:00:00,10,09,2001,06,837.68
10.09.2001-09:00:00,10,09,2001,09,813.05
10.09.2001-12:00:00,10,09,2001,12,728.66
10.09.2001-15:00:00,10,09,2001,15,758.79
10.09.2001-18:00:00,10,09,2001,18,807.24
10.09.2001-21:00:00,10,09,2001,21,827.79
10.10.2001-00:00:00,10,10,2001,00,832.4
10.10.2001-03:00:00,10,10,2001,03,835.61
10.10.2001-06:00:00,10,10,2001,06,835.71
10.10.2001-09:00:00,10,10,2001,09,1088.9
10.10.2001-12:00:00,10,10,2001,12,1138.7
10.10.2001-15:00:00,10,10,2001,15,907.97
10.10.2001-18:00:00,10,10,2001,18,859.3
10.10.2001-21:00:00,10,10,2001,21,850.61
10.11.2001-00:00:00,10,11,2001,00,849.23
10.11.2001-03:00:00,10,11,2001,03,847.89
10.11.2001-06:00:00,10,11,2001,06,847.77
10.11.2001-09:00:00,10,11,2001,09,1004.9
10.11.2001-12:00:00,10,11,2001,12,1255.1
10.11.2001-15:00:00,10,11,2001,15,986.17
10.11.2001-18:00:00,10,11,2001,18,888.65
10.11.2001-21:00:00,10,11,2001,21,868.6
