TIMESTAMP,MONTH,DAY,YEAR,HOUR,C
10.01.2001-00:00:00,10,01,2001,00,796.87
10.01.2001-03:00:00,10,01,2001,03,809
10.01.2001-06:00:00,10,01,2001,06,775.62
10.01.2001-09:00:00,10,01,2001,09,645.15
10.01.2001-12:00:00,10,01,2001,12,619.12
10.01.2001-15:00:00,10,01,2001,15,696.51
10.01.2001-18:00:00,10,01,2001,18,757.88
10.01.2001-21:00:00,10,01,2001,21,783.96
10.02.2001-00:00:00,10,02,2001,00,797.9
10.02.2001-03:00:00,10,02,2001,03,806.78
10.02.2001-06:00:00,10,02,2001,06,763.54
10.02.2001-09:00:00,10,02,2001,09,638.91
10.02.2001-12:00:00,10,02,2001,12,615
10.02.2001-15:00:00,10,02,2001,15,691.14
10.02.2001-18:00:00,10,02,2001,18,750.88
10.02.2001-21:00:00,10,02,2001,21,777.42
10.03.2001-00:00:00,10,03,2001,00,792.12
10.03.2001-03:00:00,10,03,2001,03,800.44
10.03.2001-06:00:00,10,03,2001,06,783.03
10.03.2001-09:00:00,10,03,2001,09,642.19
10.03.2001-12:00:00,10,03,2001,12,615.01
10.03.2001-15:00:00,10,03,2001,15,689.3
10.03.2001-18:00:00,10,03,2001,18,747.35
10.03.2001-21:00:00,10,03,2001,21,773.56
10.04.2001-00:00:00,10,04,2001,00,787.02
10.04.2001-03:00:00,10,04,2001,03,795.78
10.04.2001-06:00:00,10,04,2001,06,791.33
10.04.2001-09:00:00,10,04,2001,09,645.34
10.04.2001-12:00:00,10,04,2001,12,618.93
10.04.2001-15:00:00,10,04,2001,15,690.81
10.04.2001-18:00:00,10,04,2001,18,748.02
10.04.2001-21:00:00,10,04,2001,21,772.56
10.05.2001-00:00:00,10,05,2001,00,784.22
10.05.2001-03:00:00,10,05,2001,03,794.38
10.05.2001-06:00:00,10,05,2001,06,789.32
10.05.2001-09:00:00,10,05,2001,09,653.96
10.05.2001-12:00:00,10,05,2001,12,626.13
10.05.2001-15:00:00,10,05,2001,15,695.98
10.05.2001-18:00:00,10,05,2001,18,751.48
10.05.2001-21:00:00,10,05,2001,21,772.02
10.06.2001-00:00:00,10,06,2001,00,785.01
10.06.2001-03:00:00,10,06,2001,03,792.86
10.06.2001-06:00:00,10,06,2001,06,788.27
10.06.2001-09:00:00,10,06,2001,09,665.83
10.06.2001-12:00:00,10,06,2001,12,640.18
10.06.2001-15:00:00,10,06,2001,15,701.2
10.06.2001-18:00:00,10,06,2001,18,755.21
10.06.2001-21:00:00,10,06,2001,21,772.61
10.07.2001-00:00:00,10,07,2001,00,785.21
10.07.2001-03:00:00,10,07,2001,03,792.1
10.07.2001-06:00:00,10,07,2001,06,785.77
10.07.2001-09:00:00,10,07,2001,09,682.89
10.07.2001-12:00:00,10,07,2001,12,660.12
10.07.2001-15:00:00,10,07,2001,15,714.94
10.07.2001-18:00:00,10,07,2001,18,763.76
10.07.2001-21:00:00,10,07,2001,21,780.17
10.08.2001-00:00:00,10,08,2001,00,789.25
10.08.2001-03:00:00,10,08,2001,03,794.53
10.08.2001-06:00:00,10,08,2001,06,795.07
10.08.2001-09:00:00,10,08,2001,09,808.46
10.08.2001-12:00:00,10,08,2001,12,706.59
10.08.2001-15:00:00,10,08,2001,15,736.06
10.08.2001-18:00:00,10,08,2001,18,779.83
10.08.2001-21:00:00,10,08,2001,21,791.82
10.09.2001-00:00:00,10,09,2001,00,795.23
10.09.2001-03:00:00,10,09,2001,03,795.26
10.09.2001-06:00:00,10,09,2001,06,793.94
10.09.2001-09:00:00,10,09,2001,09,768.57
10.09.2001-12:00:00,10,09,2001,12,687.1
10.09.2001-15:00:00,10,09,2001,15,718.41
10.09.2001-18:00:00,10,09,2001,18,765.45
10.09.2001-21:00:00,10,09,2001,21,785.23
10.10.2001-00:00:00,10,10,2001,00,789.46
10.10.2001-03:00:00,10,10,2001,03,792.65
10.10.2001-06:00:00,10,10,2001,06,792.69
10.10.2001-09:00:00,10,10,2001,09,1037.5
10.10.2001-12:00:00,10,10,2001,12,1080.7
10.10.2001-15:00:00,10,10,2001,15,857.79
10.10.2001-18:00:00,10,10,2001,18,814.42
10.10.2001-21:00:00,10,10,2001,21,806.72
10.11.2001-00:00:00,10,11,2001,00,805.55
10.11.2001-03:00:00,10,11,2001,03,804.25
10.11.2001-06:00:00,10,11,2001,06,804.2
10.11.2001-09:00:00,10,11,2001,09,956.19
10.11.2001-12:00:00,10,11,2001,12,1197.7
10.11.2001-15:00:00,10,11,2001,15,927.3
10.11.2001-18:00:00,10,11,2001,18,842.8
10.11.2001-21:00:00,10,11,2001,21,824.66
10.12.2001-00:00:00,10,12,2001,00,824.19
10.12.2001-03:00:00,10,12,2001,03,819.49
10.12.2001-06:00:00,10,12,2001,06,816.58
10.12.2001-09:00:00,10,12,2001,09,909.52
10.12.2001-12:00:00,10,12,2001,12,1203.8
10.12.2001-15:00:00,10,12,2001,15,1006.6
10.12.2001-18:00:00,10,12,2001,18,893.42
10.12.2001-21:00:00,10,12,2001,21,850.25
10.13.2001-00:00:00,10,13,2001,00,846.33
10.13.2001-03:00:00,10,13,2001,03,840.41
